origState,destState,familycnt,personcnt
125,134,2,10
142,117,1,5
117,137,5,30
109,139,17,100
117,136,7,66
125,133,27,174
134,118,1,7
630,154,2,10
134,117,1,8
117,134,1,10
109,137,1,4
142,113,2,12
109,136,84,505
142,110,1,6
118,119,2,17
109,133,4,25
118,117,6,36
134,110,2,17
140,147,1,4
124,147,4,27
124,145,1,9
124,142,36,237
133,125,7,57
125,126,3,17
142,109,6,43
133,123,10,58
142,107,1,9
134,109,1,4
142,106,1,4
125,123,19,117
125,121,2,15
109,126,2,10
117,123,2,8
109,125,12,76
117,121,15,96
118,109,2,10
126,105,1,4
109,121,2,11
123,151,2,12
124,139,46,316
124,137,1,4
124,136,1,8
107,152,1,4
895,136,1,5
141,113,1,4
125,118,1,4
117,118,1,10
630,136,1,4
109,119,1,7
109,118,2,8
109,117,1,4
117,113,1,5
125,110,1,6
123,142,1,10
124,129,1,8
133,109,7,46
124,121,17,96
124,120,1,4
125,109,13,80
141,101,1,4
125,106,1,6
117,105,2,18
600,155,1,6
630,123,1,5
600,153,1,9
122,152,1,11
122,151,1,8
600,151,5,26
123,139,1,6
131,136,1,5
123,136,1,10
123,133,9,46
124,119,1,4
140,113,2,8
124,118,2,13
124,113,1,4
124,110,1,7
122,148,1,4
122,147,1,6
130,142,1,8
122,145,1,7
122,142,1,4
600,142,2,17
600,140,1,8
106,145,1,8
106,144,1,7
131,123,1,6
3,109,1,5
123,125,15,95
140,101,1,9
121,154,3,20
121,153,1,6
121,152,108,795
130,137,1,8
600,139,2,14
113,152,8,49
600,136,18,125
105,152,1,8
122,135,1,4
600,134,2,9
122,134,1,22
600,133,2,8
106,136,1,7
600,130,2,23
123,117,1,6
736,147,1,6
877,135,3,14
107,113,1,5
121,148,1,4
121,147,105,616
121,145,14,85
113,147,55,342
113,145,36,236
121,142,4,27
105,147,4,29
122,129,2,15
122,128,5,32
113,140,2,16
600,126,6,43
600,125,2,14
600,123,2,11
600,122,6,43
123,109,2,12
121,139,53,322
121,137,33,262
113,139,1,11
121,134,1,5
113,137,35,207
113,136,1,7
121,131,1,9
122,118,1,4
122,113,1,4
106,117,1,5
112,145,1,4
120,142,2,20
121,129,61,356
121,128,5,45
121,127,1,7
113,129,1,6
113,128,31,161
121,124,10,69
121,122,5,25
121,120,1,4
600,109,2,18
113,122,8,56
859,145,1,11
113,121,9,63
600,106,1,11
105,121,1,5
111,152,1,4
112,136,1,6
121,118,106,663
121,117,44,274
113,118,1,5
113,117,5,29
121,113,8,45
121,112,1,4
105,117,1,5
113,112,3,13
743,122,1,13
111,142,1,5
911,134,1,4
112,128,1,9
120,121,1,5
113,109,2,13
121,105,2,15
113,107,1,5
113,105,3,19
121,101,9,67
113,101,40,228
110,154,1,11
110,152,1,9
120,117,1,8
148,152,1,6
112,113,2,12
200,154,1,5
110,144,1,4
200,152,3,16
200,151,1,9
110,142,3,18
732,155,1,8
111,124,1,4
148,147,1,4
148,145,1,4
670,142,1,10
110,139,4,38
200,147,1,4
101,152,2,19
110,137,1,4
200,145,1,7
110,136,3,25
200,144,2,9
110,134,2,9
200,142,8,52
200,140,1,4
147,154,2,8
147,152,47,323
139,154,10,69
156,136,1,4
139,152,42,260
139,151,3,28
670,137,2,11
101,147,20,143
101,145,10,64
200,139,5,28
200,137,2,8
200,136,6,40
200,134,6,42
200,133,1,4
110,124,2,11
110,121,2,12
147,148,1,4
147,145,23,163
139,147,6,42
147,143,1,12
139,145,4,39
147,142,6,43
147,141,1,5
139,144,1,4
147,140,5,22
148,128,2,13
139,142,62,377
148,122,1,4
100,151,1,5
101,137,6,44
110,118,1,4
200,126,1,6
154,152,128,972
200,125,8,51
200,123,1,4
200,121,6,43
147,139,17,150
155,136,1,9
715,147,1,5
147,137,81,563
147,136,1,5
147,134,1,12
139,137,14,123
715,142,1,4
139,136,20,156
139,134,9,53
732,122,1,4
100,147,5,31
139,130,1,5
148,113,2,14
100,142,3,21
101,129,1,4
101,128,5,28
154,147,1,5
200,118,4,26
101,122,1,14
101,121,7,52
154,142,8,58
147,129,24,153
147,128,9,58
200,110,1,4
139,128,1,11
147,124,1,7
147,122,2,13
139,125,6,56
139,124,9,67
147,121,101,646
100,139,1,8
139,123,5,26
100,137,1,10
139,121,21,174
100,136,5,20
145,157,1,11
148,101,1,19
145,154,1,14
855,139,1,5
154,139,19,121
145,152,4,26
154,137,1,7
154,136,1,5
200,109,2,14
137,152,42,277
154,134,1,7
129,154,2,26
101,113,14,77
129,153,1,7
200,106,2,10
129,152,6,38
138,133,1,4
147,118,18,100
147,117,19,151
139,119,3,25
139,118,52,329
139,117,9,40
715,122,1,4
147,113,20,125
715,121,1,5
100,129,1,4
100,126,1,4
139,110,3,32
100,125,4,25
100,124,2,8
153,144,1,4
145,147,76,501
100,123,2,8
100,121,3,21
137,147,218,1336
145,143,3,22
137,145,59,388
145,142,3,38
129,147,11,74
154,126,1,7
137,143,2,20
137,142,3,20
154,124,1,6
137,141,1,6
154,121,4,36
139,109,4,48
147,105,6,31
152,154,161,1205
147,101,34,206
152,151,2,8
153,139,2,22
139,101,2,19
136,154,3,22
145,139,7,38
136,152,2,14
100,113,1,5
145,137,35,189
136,151,27,156
137,139,40,226
128,152,1,4
129,139,2,14
154,118,3,26
137,134,1,14
129,137,1,5
137,130,1,5
715,107,1,5
152,148,1,4
152,147,138,876
152,145,11,80
144,145,1,6
152,142,15,96
128,147,4,19
136,144,6,37
145,129,1,5
145,128,28,179
128,145,3,24
136,142,41,273
136,141,1,9
153,123,1,6
137,129,6,31
145,125,1,4
137,128,7,56
128,140,2,11
145,122,5,29
137,124,2,9
145,121,20,126
137,122,2,17
137,121,92,603
129,122,1,5
129,121,13,95
152,139,166,1063
720,147,1,4
152,137,45,288
152,134,3,32
720,142,3,17
136,139,42,295
144,136,10,59
136,137,1,6
127,151,1,8
152,130,1,4
119,152,1,6
119,151,1,4
128,137,4,25
136,134,13,94
136,133,7,44
145,118,6,52
136,131,3,14
145,117,7,50
137,118,45,294
137,117,10,60
145,113,84,491
129,118,1,8
145,112,3,14
129,117,5,31
145,110,1,6
137,113,52,306
137,112,1,4
151,144,1,11
143,145,1,5
151,142,7,38
135,147,1,6
152,129,12,87
152,128,2,17
720,136,2,12
152,125,1,8
720,134,3,15
119,147,1,5
152,124,5,28
152,122,1,4
144,125,12,75
152,121,222,1488
128,129,2,9
136,126,9,58
136,125,21,139
136,124,1,5
145,109,1,7
136,123,1,5
136,122,1,12
136,121,4,19
145,106,1,6
128,122,12,70
145,105,1,4
128,121,1,5
137,106,1,4
145,101,36,226
142,154,6,48
129,105,1,9
151,139,8,55
142,152,25,141
129,104,1,8
137,101,23,153
134,154,1,5
142,151,2,10
151,136,101,614
134,152,4,30
151,134,1,6
151,133,11,67
152,119,1,6
152,118,24,170
118,152,7,67
152,117,2,14
119,139,1,4
127,136,1,4
136,119,1,6
152,113,10,65
720,121,1,4
136,118,2,13
136,117,6,31
128,113,8,39
136,110,2,9
142,147,3,23
142,141,1,4
134,142,16,97
151,125,17,105
118,147,7,44
151,123,1,5
126,142,1,4
118,145,3,31
118,142,10,53
144,109,5,32
135,122,2,8
127,125,1,4
720,113,2,15
127,124,1,13
136,109,25,158
136,107,1,5
152,101,8,48
119,121,1,4
141,152,1,6
150,136,1,5
142,139,229,1429
128,101,2,11
133,151,16,122
134,139,29,203
142,136,27,178
125,152,2,13
134,137,1,11
142,134,13,94
125,151,19,127
126,139,1,8
134,136,31,202
109,155,1,7
117,152,2,8
151,118,3,16
117,151,1,4
151,117,1,4
126,136,5,40
118,139,24,158
109,151,12,67
118,137,26,156
118,136,3,23
143,113,2,13
119,118,1,6
135,110,1,5
141,147,2,10
141,142,3,23
142,129,2,10
133,142,1,6
117,147,13,99
125,144,9,57
117,145,1,5
125,142,5,27
142,125,2,11
142,124,20,146
151,109,6,54
134,125,1,8
109,145,2,10
117,142,5,30
142,121,6,45
109,144,4,20
126,125,1,6
109,142,10,68
134,122,1,20
134,121,1,7
118,125,1,4
118,123,1,8
135,106,1,10
118,121,37,268
124,154,8,42
141,137,1,7
133,139,3,22
124,152,12,73
125,139,9,59
133,136,16,122
116,152,1,13
142,119,1,14
117,139,14,85
125,136,56,351
142,118,15,102
